Technology,Keywords
marine wave boundary layer (mwbl),['marine wave boundary layer (mwbl)']
marinized alloys,['marinized alloys']
maritime collision avoidance,['maritime collision avoidance']
maritime interdiction operations,['maritime interdiction operations']
maritime minefield planning,['maritime minefield planning']
maritime obstacle detection,['maritime obstacle detection']
maritime robotics,['maritime robotics']
maritime search,['maritime search']
market research,['market research']
market segmentation,['market segmentation']
markov,['markov']
markov logic networks,['markov logic networks']
marksmanship training,['marksmanship training']
marlin,['marlin']
marquardt-levenberg,['marquardt-levenberg']
mask-free module,['mask-free module']
maskless thermal spray,['maskless thermal spray']
mass flow rate,['mass flow rate']
mass fraction,['mass fraction']
massive,['massive']
mass spectrometry,['mass spectrometry']
master scenario events list (msel) tool,['master scenario events list (msel) tool']
material characterization and experimentation,['material characterization and experimentation']
material defects,['material defects']
material identification,['material identification']
material point method,['material point method']
materials by design?,['materials by design?']
materials genome initiative,['materials genome initiative']
materials identification,['materials identification']
maternal healthcare,['maternal healthcare']
mathematical atomization,['mathematical atomization']
mathematical methodologies,['mathematical methodologies']
mathematical methods,['mathematical methods']
mathematics game,['mathematics game']
math game,['math game']
mating disruption.?,['mating disruption.?']
mating materials,['mating materials']
max phase,['max phase']
maxwell&quot,['maxwell&quot']
mcc engine,['mcc engine']
mcd,['mcd']
m code gps receiver,['m code gps receiver']
mcu,['mcu']
mda routinely tests the nations missile defense system to improve performance,['mda routinely tests the nations missile defense system to improve performance']
mdc2,['mdc2']
mdo,['mdo']
meals on demand,['meals on demand']
meals ready to eat,['meals ready to eat']
mealworms,['mealworms']
mean time before disengaging,['mean time before disengaging']
meant time to failure,['meant time to failure']
measurement,['measurement']
measurement fusion,['measurement fusion']
mechanical battery,['mechanical battery']
mechanical delay mechanism,['mechanical delay mechanism']
mechanical/hydraulic prosthesis,['mechanical/hydraulic prosthesis']
mechanical-properties,['mechanical-properties']
mechanistic reliability,['mechanistic reliability']
mechanophore,['mechanophore']
media free de,['media free de']
media free depaint process,['media free depaint process']
media free surface activation process,['media free surface activation process']
medical application platform,['medical application platform']
medical countermeasures,['medical countermeasures']
medical device designed for use in austere environments,['medical device designed for use in austere environments']
medical device shielding,['medical device shielding']
medical haptics,['medical haptics']
medical modeling,['medical modeling']
medical tool training,['medical tool training']
medical virtual assistant,['medical virtual assistant']
medicine,['medicine']
medium earth orbit (meo),['medium earth orbit (meo)']
medium voltage dc power connectors,['medium voltage dc power connectors']
medusa,['medusa']
membrane based structure,['membrane based structure']
membrane technology,['membrane technology']
memory-access acceleration,['memory-access acceleration']
memory access pattern analysis,['memory access pattern analysis']
memory address stream,['memory address stream']
memory and capacity,['memory and capacity']
memory disclosure,['memory disclosure']
memory forensics,['memory forensics']
memory translation,['memory translation']
mems accelerometer,['mems accelerometer']
mems cdu switch,['mems cdu switch']
mems micro-fabrication,['mems micro-fabrication']
meps,['meps']
mercurous halides,['mercurous halides']
mercurous iodide,['mercurous iodide']
mercury telluride (hgte),['mercury telluride (hgte)']
mesh morphing,['mesh morphing']
mesh motion algorithms,['mesh motion algorithms']
mesh network,['mesh network']
mes ins,['mes ins']
meso-band,['meso-band']
mesoplasma printing,['mesoplasma printing']
message transforms,['message transforms']
metabolic,['metabolic']
metabolic syndrome,['metabolic syndrome']
metal - dielectric stack,['metal - dielectric stack']
metal-dielectric thin films,['metal-dielectric thin films']
metal enclosure,['metal enclosure']
meta-lenses,['meta-lenses']
metallic additive manufacturing,['metallic additive manufacturing']
metallic alloys,['metallic alloys']
metallic hydrogen),metallic hydrogen)
metallic ink,['metallic ink']
metallic tps,['metallic tps']
metallized ceramic-based structural insulators,['metallized ceramic-based structural insulators']
metallized ceramics,['metallized ceramics']
metal oxide thin film transistor,['metal oxide thin film transistor']
metal powder,['metal powder']
metal-programmable,['metal-programmable']
metal recycling,['metal recycling']
metal-rich primer,['metal-rich primer']
metal surface modification,['metal surface modification']
meta-materials,['meta-materials']
metamer,['metamer']
metamorphic buffer layer,['metamorphic buffer layer']
metamterial,['metamterial']
meta-stable circuitry,['meta-stable circuitry']
meta tagging,['meta tagging']
meup,['meup']
mfa,['mfa']
mgo,['mgo']
mib,['mib']
micro air vehicle (mav),['micro air vehicle (mav)']
micro-air vehicles,['micro-air vehicles']
micro and nano air vehicles,['micro and nano air vehicles']
micro arc oxidation,['micro arc oxidation']
micro cantilever beams,['micro cantilever beams']
micro channel cooling,['micro channel cooling']
microchannel cooling,['microchannel cooling']
micro-channels,['micro-channels']
micro-chip cooling,['micro-chip cooling']
micro-contact printing,['micro-contact printing']
microcryocooler,['microcryocooler']
microdamage,['microdamage']
micro-doppler vibrometry,['micro-doppler vibrometry']
micro-electro-mechanical sensors,['micro-electro-mechanical sensors']
microelectromechanical system,['microelectromechanical system']
micro electro-mechanical systems (mems),['micro electro-mechanical systems (mems)']
microencapsulation,['microencapsulation']
microfluidic automation,['microfluidic automation']
microfluidic system,['microfluidic system']
micro-focus,['micro-focus']
micro fracture detection,['micro fracture detection']
micro gc column,['micro gc column']
microgrid management,['microgrid management']
micro-induction heating,['micro-induction heating']
microkernel,['microkernel']
microkernels,['microkernels']
microlens,['microlens']
microlith,['microlith']
micro-miniature,['micro-miniature']
microminiature-thermionic-vacuum (mtv) devices,['microminiature-thermionic-vacuum (mtv) devices']
micro-munitions,['micro-munitions']
micro/nano composites,['micro/nano composites']
micro-optical components,['micro-optical components']
microporous silicon,['microporous silicon']
micro-sat bus,['micro-sat bus']
microsat cryocooler system,['microsat cryocooler system']
micro scale,['micro scale']
microsensors,['microsensors']
microservices,['microservices']
microservices architecture,['microservices architecture']
micro-sized cryocooler electronics,['micro-sized cryocooler electronics']
microstructural short crack,['microstructural short crack']
microstructures,['microstructures']
microtexture,['microtexture']
microtexture analysis in titanium,['microtexture analysis in titanium']
micro-thermoelectric generator,['micro-thermoelectric generator']
microthruster,['microthruster']
microtissue,['microtissue']
micro tube heat exchanger,['micro tube heat exchanger']
micro turbo,['micro turbo']
micro-vsat,['micro-vsat']
microwave absorbing,['microwave absorbing']
microwave absorbing materials.,['microwave absorbing materials.']
microwave circulator,['microwave circulator']
microwave combination oven,['microwave combination oven']
microwave non-destructive evaluation (nde),['microwave non-destructive evaluation (nde)']
microwave probe,['microwave probe']
microwave sensor attenuation,['microwave sensor attenuation']
microwave theory and techniques (an ieee phrase),['microwave theory and techniques (an ieee phrase)']
microwave vacuum electron device,['microwave vacuum electron device']
microwire sensors,['microwire sensors']
mid-air recovery,['mid-air recovery']
mid-frequency,['mid-frequency']
mid-infrared spectrometry,['mid-infrared spectrometry']
mid-ir fiber laser,['mid-ir fiber laser']
midir led,['midir led']
mids jtrs,['mids jtrs']
mid-wave infrared (mwir) and long-wave infrared (lwir),['mid-wave infrared (mwir) and long-wave infrared (lwir)']
